SKU,brands,name,description,taste_notes,taste_notes_category,price_200g,image_url,varietal,altitude,processing method,roast level,roasted for,origin,blend,link
709,Dou Yuan Coffee,Mellow & Winey,,,"Sour/Fermented, Fruity",RM 75,https://down-my.img.susercontent.com/file/my-11134207-7r992-lqa1xov28m66d6.webp,,,,Dark,Espresso,,,https://shopee.com.my/Dou-Yuan-Mellow-Winey-(Espresso-blend)-%E8%B1%86%E5%8E%9F%E9%86%87%E5%91%B3%E7%89%B9%E8%AA%BF-%E9%86%87%E9%86%BA--i.356727934.25457353290
710,Dou Yuan Coffee,Thick and Chocolatey,,,Nutty/Cocoa,RM 70,https://down-my.img.susercontent.com/file/my-11134207-7r98q-lqa1xov2ig5a75.webp,,,,Medium Light,Filter,,No,https://shopee.com.my/Dou-Yuan-Thick-and-Chocolatey-(Hand-Drip)-%E8%B1%86%E5%8E%9F%E6%89%8B%E6%B2%96%E7%89%B9%E8%AA%BF-%E5%8E%9A%E5%B7%A7--i.356727934.25607366964
711,Dou Yuan Coffee,Thick and Hints of Berries,,,Fruity,RM 70,https://down-my.img.susercontent.com/file/my-11134207-7r98t-lqa5qf7fszzya6.webp,,,,Medium Light,Filter,,No,https://shopee.com.my/Dou-Yuan-Thick-and-Hints-of-Berries-(Hand-Drip)-%E8%B1%86%E5%8E%9F%E6%89%8B%E6%B2%96%E7%89%B9%E8%AA%BF-%E5%8E%9A%E8%8E%93--i.356727934.25257368906
712,Dou Yuan Coffee,Thick and Honey-Like,,,Sweet,RM 70,https://down-my.img.susercontent.com/file/my-11134207-7r991-lqa1xov230et4d.webp,,,,Medium Light,Filter,,No,https://shopee.com.my/Dou-Yuan-Thick-and-Honey-Like-(Hand-Drip)-%E8%B1%86%E5%8E%9F%E6%89%8B%E6%B2%96%E7%89%B9%E8%AA%BF-%E5%8E%9A%E8%9C%9C--i.356727934.25557363648
713,Dou Yuan Coffee,Thick and Sweet,,,Sweet,RM 70,https://down-my.img.susercontent.com/file/my-11134207-7r98z-lqa1xov1vzkle1.webp,,,,Medium Light,Filter,,No,https://shopee.com.my/Dou-Yuan-Thick-and-Sweet-(Hand-Drip)-%E8%B1%86%E5%8E%9F%E6%89%8B%E6%B2%96%E7%89%B9%E8%AA%BF-%E5%8E%9A%E7%94%9C--i.356727934.25207362870
714,Dou Yuan Coffee,Thick and Woody,,,Spices,RM 82,https://down-my.img.susercontent.com/file/my-11134207-7r98q-lqa5qf7epo3i11.webp,,,,Medium Light,Filter,,No,https://shopee.com.my/Dou-Yuan-Thick-and-Woody-(Hand-Drip)-%E8%B1%86%E5%8E%9F%E6%89%8B%E6%B2%96%E7%89%B9%E8%AA%BF-%E5%8E%9A%E6%9C%A8--i.356727934.25657369190
715,Hani Coffee Roastery,Brazil Santos,,"Caramel, Milk Chocolate, Almond","Sweet, Nutty/Cocoa",RM 55,https://down-my.img.susercontent.com/file/my-11134207-820lb-mhoajdl729l210.webp,"Catuai,Mundo,Novo",,Natural,Medium,Both,Brazil,No,https://shopee.com.my/Brazil-Santos-Natural-Single-Origin-Medium-Roast-200gram-can-Hani-Coffee-Roastery-i.1366418076.28866564255
716,Hani Coffee Roastery,China Yun Nan Lan Chang Tiao Hao,,"Cherry Liquor, Berry Chocolate, Cacao Nibs","Fruity, Nutty/Cocoa",RM 65,https://down-my.img.susercontent.com/file/my-11134207-820lb-me81rebbr9jbb2.webp,Catimor,1600 masl,Red Wine Anaerobic Natural,Medium Light,Both,Yunnan,No,https://shopee.com.my/China-Yun-Nan-Lan-Chang-Tian-Hao-Red-Wine-Anaerobic-Natural-Single-Origin-Omni-Roast-200gram-can-Hani-Coffee-Roaster-i.1366418076.43767394849
717,Hani Coffee Roastery,Colombia Finca El Paseo,,"IPA Apricot, Orange, Chrysanthemum, Red Sugar Texture",Fruity,RM 93,https://down-my.img.susercontent.com/file/my-11134207-7ras9-m3od7ag4b37l5d.webp,"Castillo,Caturra,Colombia",,Hop Fermentation Washed,Light,Both,Colombia,No,https://shopee.com.my/Colombia-Finca-El-Paseo-Hop-Fermentation-Washed-Light-Roast-150gram-can-Hani-Coffee-Roastery-i.1366418076.27670433052
718,Hani Coffee Roastery,Colombia Wuchii,,"Tangerine, Plum, Sugarcane",Fruity,RM 65,https://down-my.img.susercontent.com/file/my-11134207-820lb-meo0knjeap6v97.webp,Mixed,,Sugarcane Decaf,Medium Light,Both,Colombia,No,https://shopee.com.my/Colombia-Wuchii-Sugarcane-Decaf-Single-Origin-Medium-Light-Roast-200gram-can-Hani-Coffee-Roastery-i.1366418076.29476555659
719,Hani Coffee Roastery,Ethiopia Guji Shakisso,,"Yellow Flower, Lemon Peel, Sweet Berries","Floral, Fruity",RM 60,https://down-my.img.susercontent.com/file/my-11134207-7rasc-m3oey6n5d0be53.webp,"7,411,074,112",,Natural,Medium Light,Both,Ethiopia,No,https://shopee.com.my/Ethiopia-Guji-Shakisso-Natural-Single-Origin-Omni-Roast-200gram-can-Hani-Coffee-Roastery-i.1366418076.27618366819
720,Hani Coffee Roastery,Ethiopia Guji Urabeast,,"Citrus, Lemon Jam, Tea, like",Fruity,RM 75,https://down-my.img.susercontent.com/file/my-11134207-820lb-mei5vpq6h9fk6e.webp,"7,411,074,112",,Washed,Medium Light,Both,Ethiopia,No,https://shopee.com.my/Ethiopia-Guji-Urabeast-Washed-Single-Origin-Medium-Light-Roast-200gram-can-Hani-Coffee-Roastery-i.1366418076.25696904530
721,Hani Coffee Roastery,Ethiopia Sidamo Bensa,,"Lychee, Mixed Berries, Citrus",Fruity,RM 65,https://down-my.img.susercontent.com/file/my-11134207-820li-menza1c6l1c670.webp,Heirloom,,Natural,Medium Light,Both,Ethiopia,No,https://shopee.com.my/Ethiopia-Sidamo-Bensa-Natural-Single-Origin-Medium-Light-Roast-200gram-can-Hani-Coffee-Roastery-i.1366418076.41369014151
722,Hani Coffee Roastery,Hani Espresso Blend B442,,"Butter Cookies, Lemon Candy, Dark Chocolate, Berries","Fruity, Nutty/Cocoa",RM 65,https://down-my.img.susercontent.com/file/my-11134207-820le-mhoaonsv1l388d.webp,,,"Natural,Washed,Natural",Medium,Both,"Brazil, Kenya, Ethiopia",Yes,https://shopee.com.my/Medium-Roast-B442-Blend-Espresso-Hani-Coffee-Roastery-i.1366418076.41876885926
723,Hani Coffee Roastery,Kenya Kiambu AA,,"Lime, Black Currant, Candy plus sweetness",Fruity,RM 60,https://down-my.img.susercontent.com/file/my-11134207-820ld-mei5duadzj0n22.webp,"SL28,SL34",,Washed,Medium Light,Both,Kenya,No,https://shopee.com.my/Kenya-Kiambu-AA-Washed-Single-Origin-Medium-Light-Roast-200gram-can-Hani-Coffee-Roastery-i.1366418076.28841387732
724,Hani Coffee Roastery,Kenya Nyeri Gatina AA,,"Honey, Green Tea, Dried Lemon",Sweet,RM 70,https://down-my.img.susercontent.com/file/my-11134207-7rasb-m2dbask0xn0dc0.webp,"SL28,SL34",,Washed,Light,Both,Kenya,No,https://shopee.com.my/Kenya-Nyeri-Gatina-AA-Washed-Single-Origin-Light-Roast-200gram-can-Hani-Coffee-Roastery-i.1366418076.29467060390
725,Hani Coffee Roastery,Milk God Blend,,"Dark Chocolate, Black Tea, Brown Sugar",Nutty/Cocoa,RM 55,https://down-my.img.susercontent.com/file/my-11134207-7rase-m4mocq349r4p5c.webp,,,"Natural,Washed",Medium-Dark,Both,"Brazil, Kenya",Yes,https://shopee.com.my/Medium-Dark-Roast-Milk-God-Blend-Espresso-Hani-Coffee-Roastery-i.1366418076.29822661477
726,Hani Coffee Roastery,Panama Santa Elena Estate,,"Plum, Dried Orange, Sweet Chestnut",Fruity,RM 93,https://down-my.img.susercontent.com/file/my-11134207-7ras9-m3odiaqigrr237.webp,Catuai,,Sun Dried Natural,Light,Both,Panama,No,https://shopee.com.my/Panama-Santa-Elena-Estate-Sun-Dried-Natural-Single-Origin-Light-Roast-150gram-can-Hani-Coffee-Roastery-i.1366418076.28620432906
727,HisBrew Roastery,Brazil Fazenda Pinhal,,"Fudge, Milk Chocolate, Golden Raisin","Nutty/Cocoa, Sweet",RM 45,https://cdn.store-assets.com/s/642193/i/104834249.png?width=480&format=webp,Yellow Bourbon,1150 masl,Natural,Medium,Espresso,Brazil,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/brazil-fazenda-pinhal
728,HisBrew Roastery,Colombia El-Diviso Gesha (Microlot),"This Gesha from El Diviso Farm is one of those coffees. Grown in the mountains of Huila, Colombia, it's processed using a unique Thermal Shock Washed method that brings out the coffee's natural clarity while preserving its delicate floral and fruity notes.

In the cup, you'll find juicy lychee, refreshing lemongrass, and soft osmanthus florals, finished with a silky, tea-like body. It's light, elegant, and the kind of coffee you'll want to slow down and enjoy.
✨ Clean & Elegant, Soft Sweetness Finish
Tea-like silky body
light, flora, refreshing, plenty of sweetness","Lychee, Lemongrass, Osmanthus","Sweet, Fruity, Floral",RM 140,https://cdn.store-assets.com/s/642193/i/95755202.png?width=1024&format=webp,Geisha,1800 masl,Thermal Shock,Light,Filter,Colombia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/colombiael-diviso-gesha-2
729,HisBrew Roastery,China Yunnan Puer G1,,"Blackberry, Nutty, Caramel","Fruity, Nutty/Cocoa",RM 50,https://cdn.store-assets.com/s/642193/i/104585061.png?width=480&format=webp,Catimor,1800 masl,Washed,Medium-Dark,Espresso,Yunnan,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/china-yunnan-puer-meng-lian-g1
730,HisBrew Roastery,Colombia Supremo,,"Chocolate, Fruity, Caramel",Nutty/Cocoa,RM 40,https://cdn.store-assets.com/s/642193/i/93484624.png?width=1024&format=webp,"Caturra,Typica,Bourbon",1600 masl,Washed,Medium,Espresso,Colombia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/hisbrew-colombia-supremo-coffee-bean-medium-dark-roast-100-arabica
731,HisBrew Roastery,Colombia Mango Monteblanco,,"Mango, Passionfruit, Intense Sweetness","Fruity, Sweet",RM 160,https://cdn.store-assets.com/s/642193/i/106443664.png?width=1024&format=webp,Caturra,1730 masl,Mango Co-fermented Washed,Light,Filter,Colombia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/colombia-mango-monteblanco
732,HisBrew Roastery,Ethiopia Alo Bacha G1,,"Roses, Cherry, Raspberry",Floral,RM 60,https://cdn.store-assets.com/s/642193/i/100761489.png?width=480&format=webp,Heirloom,2100 masl,Natural,Light,Both,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-alo-sidama-bacha-g1
733,HisBrew Roastery,Ethiopia Alo Bona G1,,"Orange, Black Tea, Sugar Cane","Floral, Fruity, Sweet",RM 60,https://cdn.store-assets.com/s/642193/i/100482330.jpeg?width=480&format=webp,Heirloom,2300 masl,Washed,Medium Light,Espresso,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-alo-sidama-bona-g1
734,HisBrew Roastery,Ethiopia Alo Chilaka Anaerobic Natural (Microlot),"tea like body, silky, clean and elegant","Plum, Raspberry, Winey","Fruity, Sour/Fermented",RM 180,https://cdn.store-assets.com/s/642193/i/101949125.png?width=1024&format=webp,Heirloom,2400 masl,72H Anaerobic Natural,Light,Filter,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-alo-chilaka-mars-project-anaerobic-natural
735,HisBrew Roastery,Ethiopia Alo Chilaka Hybrid,"This lot belongs to the Mars Project, a special collaboration between EightyPlus Coffee and ALO Coffee. The idea is simple: coffees that feel “out of this world.”

The project focuses on identifying and releasing the most exceptional coffees produced across ALO’s washing station network — coffees that go beyond the traditional grading system and showcase unique genetics, precise processing, and full traceability.

Among all the coffees we tasted from Eighty Plus, this one stood out immediately. It had a sense of precision and elegance that was difficult to ignore.

For us at Hisbrew, this is the coffee that represents the upper boundary of what Ethiopian specialty coffee can achieve","Magnolia, Nectarine, Red Apple","Floral, Fruity",RM 140,https://cdn.store-assets.com/s/642193/i/101948343.png?width=1024&format=webp,Hybrid Cultivar,2200 masl,Hybrid Washed,Light,Both,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-alo-chilaka-mars-project
736,HisBrew Roastery,Genesis Espresso Blend,"Our Genesis Blend is the perfect coffee for those seeking a rich, full-bodied cup with complex flavor notes. Crafted from two exceptional beans, Brazil Pinhal and El Salvador Finca Lima Picaflor, this blend is designed with espresso and latte lovers in mind. However, its versatile profile can be enjoyed through any brewing method.

Together, these beans create a well-rounded, balanced cup with a rich body and a perfect combination of chocolate and caramel. As our first blend ever, Genesis Blend represents the beginning of our journey, and we're excited to share it with you. Enjoy a cup of Genesis Blend and experience the perfect harmony of two exceptional coffees!","Chocolate, Caramel, Rich Body","Nutty/Cocoa, Sweet",RM 40,https://cdn.store-assets.com/s/642193/i/104882544.png?width=480&format=webp,"Yellow Bourbon,Catuai",1500 masl,Natural,Medium-Dark,Espresso,"Brazil, Honduras",Yes,https://www.hisbrewroastery.com/collections/coffee-bean/products/hisbrew-genesis-espresso-coffee-bean-200g-medium-dark-roast-100-arabica
737,HisBrew Roastery,Ethiopia Guji Buku Sayisa G1,,"Peach, Strawberry, Black Tea","Fruity, Floral",RM 70,https://cdn.store-assets.com/s/642193/i/106430532.png?width=480&format=webp,Heirloom,2300 masl,Natural,Light,Filter,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-guji-buku-sayisa-g1
738,HisBrew Roastery,Give Back Espresso Blend,"Tasting Notes: Strong Body · Chocolate · Low Acidity

Give Back Blend is our signature espresso roast crafted for comfort, richness, and everyday drinkability.

This blend brings together the chocolatey smoothness of Brazilian beans with the deep, earthy body of Sumatran coffee. The result is a bold, low-acid cup with notes of chocolate—balanced and full-bodied, perfect for both milk-based drinks and straight espresso.","Strong body, chocolate, low acidity",Nutty/Cocoa,RM 40,https://cdn.store-assets.com/s/642193/i/95994684.png?width=480&format=webp,Yellow Bourbon,1150 masl,"Natural,Wet-Hulled",Medium-Dark,Espresso,"Brazil, Indonesia",Yes,https://www.hisbrewroastery.com/collections/coffee-bean/products/give-back-blend-coffee-bean-medium-dark-roast
739,HisBrew Roastery,Midnight Shadow,,"Bittersweet chocolate, Honey Sweetness, Cacao","Nutty/Cocoa, Sweet",RM 40,https://cdn.store-assets.com/s/642193/i/95994820.png?width=480&format=webp,Yellow Bourbon,1150 masl,"Natural,Washed",Medium,Espresso,Brazil,Yes,https://www.hisbrewroastery.com/collections/coffee-bean/products/midnight-shadow-espresso-coffee-bean
740,HisBrew Roastery,Panama Esmeralda Geisha Natural,,"Passion Fruit, Lemon, Bergamot",Floral,"RM 1,000",https://cdn.store-assets.com/s/642193/i/93979602.png?width=480&format=webp,Geisha,1800 masl,Natural,Medium Light,Filter,Panama,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/panama-esmeralda-gesha-natural
741,HisBrew Roastery,Revelation Blend,,"Green Apple, Milk Chocolate, Cane Sugar","Fruity, Nutty/Cocoa, Sweet",RM 50,https://cdn.store-assets.com/s/642193/i/95995552.png?width=1024&format=webp,Mixed,1150 masl,Natural,Medium,Espresso,"Brazil, Ethiopia",Yes,https://www.hisbrewroastery.com/collections/coffee-bean/products/revelation-blend
742,HisBrew Roastery,Ethiopia Guji Uraga Layo Teraga Washed G1 ,"Aroma: White Peach, Bergamot, Floral Notes, Lychee","Lemon Peel, White Peach, Bergamot",Floral,RM 65,https://cdn.store-assets.com/s/642193/i/105613573.png?width=480&format=webp,Heirloom,2200 masl,Washed,Medium,Espresso,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-guji-uraga-layo-teraga-washed-g1
743,HisBrew Roastery,Ethiopia Sidamo Morea G1 Lot.25/03,"A true Ethiopian specialty coffee with a refined and classic profile:

Aroma: Bright and floral, featuring jasmine, wild cherry, gardenia, and hints of coffee blossom

Taste: Layers of lemon zest, bergamot, peach, and honey

Aftertaste: Smooth, lingering sweetness with notes of orange blossom and honeyed Earl Grey tea

Body & Acidity: Medium body with crisp, citrusy acidity","Lemon Peel, Honey, Whiteflower",Floral,RM 65,https://cdn.store-assets.com/s/642193/i/98029154.png?width=480&format=webp,Heirloom,2200 masl,Washed,Medium,Both,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-sidamo-morea-g1
744,HisBrew Roastery,Ethiopia Sidamo Twakok G1,"Dry Aroma
Lemon Zest • Lychee • White Peach • Black Tea
Cup Profile
Lemon Zest • Peach Gummies • Bergamot • Ripe Lychee • Frangipani • White Peach

Body
Smooth, full-bodied, juicy, and sweet with a long-lasting finish.
","Lychee, Peach, Lemon Zest",Fruity,RM 70,https://cdn.store-assets.com/s/642193/i/107705448.png?width=480&format=webp,Heirloom,1900 masl,Washed,Medium,Both,Ethiopia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/ethiopia-sidamo-twakok-g1-filter-coffee-bean-medium-roast
745,HisBrew Roastery,Honduras SHG Brandy Fermentation,"At first glance, this might seem like your typical washed Honduran coffee. But spend a little more time with it, and you'll discover there's much more beneath the surface.

Grown in the highlands of San Agustín at 1,700 meters above sea level, this lot undergoes a unique Barrel Fermentation Washed process, where the coffee is fermented in brandy-seasoned barrels before being washed and dried. The goal isn't to make the coffee taste like alcohol, but rather to enhance its complexity, sweetness, and aromatic depth.

The result is a cup that feels familiar yet intriguing—bright fruit notes upfront, a silky sweetness throughout, and a rich chocolate finish that lingers pleasantly on the palate.","Lychee, Apricot, Dark Chocolate","Fruity, Nutty/Cocoa",RM 160,https://cdn.store-assets.com/s/642193/i/104976402.png?width=1024&format=webp,Caturra Catuai,1700 masl,Barrel Fermentation Washed,Light,Filter,Honduras,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/honduras-shg-brandy-fermentation
746,HisBrew Roastery,Panama Bajareque Catuai Double Fermentation,"Sometimes, it's not the variety that makes a coffee special—it's what happens after it's picked.

This Catuai from El Bajareque Coffee Lab in Boquete, Panama challenges the idea that only Geisha can produce an extraordinary cup. Grown at 1,600 MASL and processed using an innovative Double Fermentation method, this coffee showcases just how expressive the humble Catuai variety can be.

Expect layers of tropical fruit and juicy stone fruit, lifted by bright lemon acidity before finishing with comforting notes of brown sugar and cacao.","Stone Fruits, Lemon, Brown Sugar",Fruity,RM 70,https://cdn.store-assets.com/s/642193/i/107152770.png?width=480&format=webp,Heirloom,1600 masl,Double Fermentation,Medium Light,Espresso,Panama,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/panama-bajareque-catuai-double-fermentation
747,HisBrew Roastery,Indonesia Sumatra Gayo Mountain,"Tasting Notes: Dark Chocolate, Bittersweet, Roasted Hazelnut.

Love your coffee to be dark, with a slight bitterness? Try our first over Dark Roasted Sumatra Gayo Mountain. Made for those who crave dark roast, yet with minimum oiliness for your machines.","Dark Chocolate, Bittersweet, Roasted Hazelnut","Nutty/Cocoa, Roasted",RM 40,https://cdn.store-assets.com/s/642193/i/93484619.png?width=1024&format=webp,Mixed,1200 masl,Wet-Hulled,Dark,Espresso,Indonesia,No,https://www.hisbrewroastery.com/collections/coffee-bean/products/sumatra-gayo-mountain
748,HisBrew Roastery,Three Wise Men,"This coffee blend is a combination of three of our top single-origin beans, the Brazil Castanhas + Brazil Rancho + Brazil Salto, resulting in a complex and well-rounded cup.","Intense milk chocolate, nutty, maple syrup","Nutty/Cocoa, Sweet",RM 45,https://cdn.store-assets.com/s/642193/i/104882517.png?width=1024&format=webp,Mixed,,Natural,Medium-Dark,Espresso,Brazil,Yes,https://www.hisbrewroastery.com/products/three-wise-men
749,Kafein Roastery,Colombia Quindio Las Margarita Washed,,"Muscat, Rose, Bergamot, Juicy body",Fruity,RM 120,https://down-my.img.susercontent.com/file/my-11134207-820l9-mk14afhv321195.webp,,,Double Anaerobic Washed,Light,Filter,Colombia,No,https://shopee.com.my/-Coffee-Bean-Colombia-Quindio-Las-Margarita-Muscat-Double-Anaerobic-Washed-Light-Roast-i.142994718.27291996936?extraParams=%7B%22display_model_id%22%3A157953323188%7D
750,Kafein Roastery,Costa Rice Tarrazu Fruitopia,,"Flora, Berries, Strawberry, Chocolate Milk","Floral, Fruity",RM 80,https://down-my.img.susercontent.com/file/my-11134207-820ld-mhab8rtnk1laf4.webp,,,Raisin Honey,Light,Filter,Costa Rica,No,https://shopee.com.my/-Coffee-Bean-Costa-Rica-Tarrazu-Fruitopia-Raisin-Honey-Process-Light-Roast-i.142994718.45001817273?extraParams=%7B%22display_model_id%22%3A350166222386%7D
751,Kafein Roastery,Ethiopia Guji Hambela Peony Gesha,,"Floral, Bergamot, Peach, Oolong Tea",Floral,RM 70,https://down-my.img.susercontent.com/file/my-11134207-7rasm-mbzffjda92h5a7.webp,,,Washed,Light,Filter,Ethiopia,No,https://shopee.com.my/-Coffee-Bean-Ethiopia-Guji-Hambela-Peony-Gesha-Washed-Process-Light-Roast-i.142994718.43157904487?extraParams=%7B%22display_model_id%22%3A370300100700%7D
752,Kafein Roastery,Ethiopia Guji Lulo Buku Bella 74158 TOH#1,,"Chamomile, Sweet Orange, Raisin, Blueberry","Floral, Fruity",RM 100,https://down-my.img.susercontent.com/file/my-11134207-820lf-mj6r93o49eyq73.webp,,,Natural,Light,Filter,Ethiopia,No,https://shopee.com.my/-Coffee-Bean-TOH-1-Ethiopia-Guji-Lulo-Buku-Bella-74158-Natural-Process-Light-Roast-i.142994718.47054309281?extraParams=%7B%22display_model_id%22%3A420402233901%7D
753,Kafein Roastery,Hatsukoi Blend,,"Strawberry Jam, Raspberry, Panela, Cacao Nibs, Black Tea","Fruity, Nutty/Cocoa",RM 65,https://down-my.img.susercontent.com/file/my-11134207-820le-meydzvsu6dj96b.webp,,,"Washed,D.A. Honey",Medium,Both,"Colombia, Thailand",Yes,https://shopee.com.my/-Coffee-Bean-Hatsukoi-Blend-Washed-Anaerobic-Honey-Process-Medium-Roast-i.142994718.25369556990?extraParams=%7B%22display_model_id%22%3A255497886740%7D
754,Kafein Roastery,Honduras Mocha Sherry,,"Whisky, Vanilla, Honeydew, Honey, Dark Chocolate",Sour/Fermented,RM 80,https://down-my.img.susercontent.com/file/my-11134207-7rasl-m1ldwuivcsne68.webp,"Caturra,Catuai",1500 - 1700 masl,Whisky Barrel Fermentation,Medium Light,Both,Honduras,No,https://shopee.com.my/-Coffee-Bean-Honduras-Mocha-Sherry-Whisky-Barrel-Fermentation-Process-%E6%B4%AA%E9%83%BD%E6%8B%89%E6%96%AF%E9%9B%AA%E8%8E%89%E8%8E%AB%E5%8D%A1%E5%BA%84%E5%9B%AD%E5%A8%81%E5%A3%AB%E5%BF%8C%E9%85%92%E6%A1%B6%E5%8F%91%E9%85%B5%E5%92%96%E5%95%A1%E8%B1%86-i.142994718.8885327738?extraParams=%7B%22display_model_id%22%3A111260444786%7D
